"Name","Location","Function Signature","Function Size"
"_TIFFSwab24BitData","004a18dc","undefined _TIFFSwab24BitData()","1"
"_TIFFSwab32BitData","004a18c4","undefined _TIFFSwab32BitData()","1"
"_TIFFSwab64BitData","004a18ac","undefined _TIFFSwab64BitData()","1"
"_Unwind_Backtrace","005ff094","undefined _Unwind_Backtrace()","1"
"_Unwind_Complete","005fee2c","undefined _Unwind_Complete()","1"
"_Unwind_DeleteException","005fee30","undefined _Unwind_DeleteException()","1"
"_Unwind_ForcedUnwind","005ff070","undefined _Unwind_ForcedUnwind()","1"
"_Unwind_GetCFA","005fecd8","undefined _Unwind_GetCFA()","1"
"_Unwind_GetDataRelBase","005ff548","undefined _Unwind_GetDataRelBase()","8"
"_Unwind_GetLanguageSpecificData","005ff510","undefined _Unwind_GetLanguageSpecificData()","56"
"_Unwind_GetRegionStart","005ff4e4","undefined _Unwind_GetRegionStart()","44"
"_Unwind_GetTextRelBase","005ff550","undefined _Unwind_GetTextRelBase()","216"
"_Unwind_VRS_Get","005fe508","undefined _Unwind_VRS_Get()","1"
"_Unwind_VRS_Pop","005fe98c","undefined _Unwind_VRS_Pop()","1"
"_Unwind_VRS_Set","005fe574","undefined _Unwind_VRS_Set()","1"
"_Z10alignXSortPKvS0_","0027ef3c","undefined _Z10alignXSortPKvS0_()","1"
"_Z10alignYSortPKvS0_","0027ef7c","undefined _Z10alignYSortPKvS0_()","1"
"_Z10boxCompMaxPKvS0_","0023e8c8","undefined _Z10boxCompMaxPKvS0_()","1"
"_Z10boxCompMinPKvS0_","0023e878","undefined _Z10boxCompMinPKvS0_()","1"
"_Z10gen_randomi","002a9718","undefined _Z10gen_randomi()","1"
"_Z10getApkPathv","003e4cf8","undefined _Z10getApkPathv()","1"
"_Z10matrixMultPA3_fS0_S0_","0021a5fe","undefined _Z10matrixMultPA3_fS0_S0_()","142"
"_Z10xCompSpawnPKvS0_","0033cf1c","undefined _Z10xCompSpawnPKvS0_()","1"
"_Z10xCompSpeedPKvS0_","0021f62a","undefined _Z10xCompSpeedPKvS0_()","1"
"_Z10xRotateMatPA3_fff","0021a590","undefined _Z10xRotateMatPA3_fff()","1"
"_Z10yRotateMatPA3_fff","0021a5b4","undefined _Z10yRotateMatPA3_fff()","1"
"_Z10zRotateMatPA3_fff","0021a5da","undefined _Z10zRotateMatPA3_fff()","1"
"_Z11getDistanceN7cocos2d7CCPointES0_","0020c442","undefined _Z11getDistanceN7cocos2d7CCPointES0_()","38"
"_Z11isCharacterc","0033999c","undefined _Z11isCharacterc()","1"
"_Z11songComparePKvS0_","003304f0","undefined _Z11songComparePKvS0_()","1"
"_Z11xPosComparePKvS0_","0026f36a","undefined _Z11xPosComparePKvS0_()","1"
"_Z12levelComparePKvS0_","002eaa30","undefined _Z12levelComparePKvS0_()","1"
"_Z12scoreComparePKvS0_","002a84f0","undefined _Z12scoreComparePKvS0_()","1"
"_Z12xCompRealColPKvS0_","0033cf3c","undefined _Z12xCompRealColPKvS0_()","62"
"_Z12xCompRealPosPKvS0_","0021f64a","undefined _Z12xCompRealPosPKvS0_()","48"
"_Z12xPosCompare2PKvS0_","0026f3c6","undefined _Z12xPosCompare2PKvS0_()","1"
"_Z13drawLightningN7cocos2d7CCPointES0_iimPS0_Pj","00203f28","undefined _Z13drawLightningN7cocos2d7CCPointES0_iimPS0_Pj()","1"
"_Z13getNextRandomPm","00203f10","undefined _Z13getNextRandomPm()","1"
"_Z13showDialogJNIPKcS0_","003e4d08","undefined _Z13showDialogJNIPKcS0_()","1"
"_Z13spawnNodeCompPKvS0_","0026f34e","undefined _Z13spawnNodeCompPKvS0_()","1"
"_Z14groupIDComparePKvS0_","003a35d4","undefined _Z14groupIDComparePKvS0_()","1"
"_Z14initExtensionsv","003e3292","undefined _Z14initExtensionsv()","1"
"_Z14SquareDistanceffff","0023f108","undefined _Z14SquareDistanceffff()","1"
"_Z15groupIDCompare2PKvS0_","0027ef16","undefined _Z15groupIDCompare2PKvS0_()","1"
"_Z16getBoolForKeyJNIPKcb","003e5048","undefined _Z16getBoolForKeyJNIPKcb()","1"
"_Z16localStorageFreev","003b1dfc","undefined _Z16localStorageFreev()","1"
"_Z16localStorageInitPKc","003b1d08","undefined _Z16localStorageInitPKc()","1"
"_Z16premultiplyAlphaPA3_ff","0021a73c","undefined _Z16premultiplyAlphaPA3_ff()","1"
"_Z16setBoolForKeyJNIPKcb","003e5274","undefined _Z16setBoolForKeyJNIPKcb()","1"
"_Z16swapAlphaChannelPjj","003e4922","undefined _Z16swapAlphaChannelPjj()","1"
"_Z17getFloatForKeyJNIPKcf","003e50fc","undefined _Z17getFloatForKeyJNIPKcf()","1"
"_Z17getPackageNameJNIv","003e4e48","undefined _Z17getPackageNameJNIv()","1"
"_Z17isLegalUTF8StringPPKhS0_","003ebe0c","undefined _Z17isLegalUTF8StringPPKhS0_()","1"
"_Z17randRangeWeightedff","0020c314","undefined _Z17randRangeWeightedff()","1"
"_Z17savedLevelComparePKvS0_","002a8580","undefined _Z17savedLevelComparePKvS0_()","1"
"_Z17setFloatForKeyJNIPKcf","003e531c","undefined _Z17setFloatForKeyJNIPKcf()","1"
"_Z18achievementComparePKvS0_","001f5dc4","undefined _Z18achievementComparePKvS0_()","1"
"_Z18ConvertUTF16toUTF8PPKtS0_PPhS2_15ConversionFlags","003ebba4","undefined _Z18ConvertUTF16toUTF8PPKtS0_PPhS2_15ConversionFlags()","274"
"_Z18ConvertUTF32toUTF8PPKjS0_PPhS2_15ConversionFlags","003ebcbc","undefined _Z18ConvertUTF32toUTF8PPKjS0_PPhS2_15ConversionFlags()","1"
"_Z18ConvertUTF8toUTF16PPKhS0_PPtS2_15ConversionFlags","003ebe54","undefined _Z18ConvertUTF8toUTF16PPKhS0_PPtS2_15ConversionFlags()","1"
"_Z18ConvertUTF8toUTF32PPKhS0_PPjS2_15ConversionFlags","003ebf84","undefined _Z18ConvertUTF8toUTF32PPKhS0_PPjS2_15ConversionFlags()","1"
"_Z18getDistanceSquaredN7cocos2d7CCPointES0_","0020c41c","undefined _Z18getDistanceSquaredN7cocos2d7CCPointES0_()","1"
"_Z18getDoubleForKeyJNIPKcd","003e5168","undefined _Z18getDoubleForKeyJNIPKcd()","1"
"_Z18getNumBytesForUTF8h","003ebdac","undefined _Z18getNumBytesForUTF8h()","1"
"_Z18getStringForKeyJNIPKcS0_","003e51c0","undefined _Z18getStringForKeyJNIPKcS0_()","1"
"_Z18setDoubleForKeyJNIPKcd","003e5380","undefined _Z18setDoubleForKeyJNIPKcd()","1"
"_Z18setStringForKeyJNIPKcS0_","003e53d8","undefined _Z18setStringForKeyJNIPKcS0_()","1"
"_Z19ConvertUTF16toUTF32PPKtS0_PPjS2_15ConversionFlags","003ebb2c","undefined _Z19ConvertUTF16toUTF32PPKtS0_PPjS2_15ConversionFlags()","1"
"_Z19ConvertUTF32toUTF16PPKjS0_PPtS2_15ConversionFlags","003eba94","undefined _Z19ConvertUTF32toUTF16PPKjS0_PPtS2_15ConversionFlags()","148"
"_Z19customObjectComparePKvS0_","0022c190","undefined _Z19customObjectComparePKvS0_()","1"
"_Z19getFileDirectoryJNIv","003e4eb4","undefined _Z19getFileDirectoryJNIv()","1"
"_Z19getIntegerForKeyJNIPKci","003e50a4","undefined _Z19getIntegerForKeyJNIPKci()","1"
"_Z19getUTF8StringLengthPKh","003ebdbc","undefined _Z19getUTF8StringLengthPKh()","1"
"_Z19isLegalUTF8SequencePKhS0_","003ebd8c","undefined _Z19isLegalUTF8SequencePKhS0_()","1"
"_Z19isValidEmailAddressPKc","003399c6","undefined _Z19isValidEmailAddressPKc()","102"
"_Z19localStorageGetItemPKc","003b1eb8","undefined _Z19localStorageGetItemPKc()","1"
"_Z19localStorageSetItemPKcS0_","003b1e4c","undefined _Z19localStorageSetItemPKcS0_()","1"
"_Z19setIntegerForKeyJNIPKci","003e52c8","undefined _Z19setIntegerForKeyJNIPKci()","1"
"_Z19terminateProcessJNIv","003e4e10","undefined _Z19terminateProcessJNIv()","1"
"_Z21achievementStrComparePKvS0_","001f5e74","undefined _Z21achievementStrComparePKvS0_()","86"
"_Z21getCurrentLanguageJNIv","003e4f20","undefined _Z21getCurrentLanguageJNIv()","1"
"_Z21showEditTextDialogJNIPKcS0_iiiiPFvS0_PvES1_","003e4d7c","undefined _Z21showEditTextDialogJNIPKcS0_iiiiPFvS0_PvES1_()","1"
"_Z22enableAccelerometerJNIv","003e4f8c","undefined _Z22enableAccelerometerJNIv()","1"
"_Z22localStorageRemoveItemPKc","003b1f3c","undefined _Z22localStorageRemoveItemPKc()","1"
"_Z23colorRotationShaderBodyv","0021a4a4","undefined _Z23colorRotationShaderBodyv()","1"
"_Z23disableAccelerometerJNIv","003e5010","undefined _Z23disableAccelerometerJNIv()","1"
"_Z24alphaNumericallyLessThanPKcS0_","003fe2b8","undefined _Z24alphaNumericallyLessThanPKcS0_()","1"
"_Z24getStringWithEllipsisJniPKcff","003e4afc","undefined _Z24getStringWithEllipsisJniPKcff()","1"
"_Z27cc_assert_script_compatiblePKc","003e5dda","undefined _Z27cc_assert_script_compatiblePKc()","1"
"_Z27setAccelerometerIntervalJNIf","003e4fc4","undefined _Z27setAccelerometerIntervalJNIf()","1"
"_Z29getFontSizeAccordingHeightJnii","003e4ab8","undefined _Z29getFontSizeAccordingHeightJnii()","56"
"_Z6xComp2PKvS0_","0026f2d8","undefined _Z6xComp2PKvS0_()","70"
"_Z7ndigitsPKc","003fe284","undefined _Z7ndigitsPKc()","1"
"_Z7numCompPKvS0_","0021cbc4","undefined _Z7numCompPKvS0_()","1"
"_Z7randIntii","0020c2bc","undefined _Z7randIntii()","1"
"_Z7Slerp2Dfff","002176c8","undefined _Z7Slerp2Dfff()","1"
"_Z8isNumberc","003399b8","undefined _Z8isNumberc()","1"
"_Z9hueMatrixPA3_ff","0021a68c","undefined _Z9hueMatrixPA3_ff()","1"
"_Z9normalizeN7cocos2d7CCPointE","0020c3b0","undefined _Z9normalizeN7cocos2d7CCPointE()","1"
"_Z9randRangeff","0020c284","undefined _Z9randRangeff()","1"
"_Z9xCompRealPKvS0_","0026f31e","undefined _Z9xCompRealPKvS0_()","1"
"_ZdaPv","00529a88","undefined _ZdaPv()","1"
"_ZdlPv","00529a64","undefined _ZdlPv()","1"
"_ZdlPvj","00529a70","undefined _ZdlPvj()","1"
"_ZdlPvRKSt9nothrow_t","00529a7c","undefined _ZdlPvRKSt9nothrow_t()","1"
"_ZN10__cxxabiv111__terminateEPFvvE","0052b2e0","undefined _ZN10__cxxabiv111__terminateEPFvvE()","56"
"_ZN10__cxxabiv112__unexpectedEPFvvE","0052b334","undefined _ZN10__cxxabiv112__unexpectedEPFvvE()","1"
"_ZN10__cxxabiv115__forced_unwindD0Ev","0052a884","undefined _ZN10__cxxabiv115__forced_unwindD0Ev()","1"
"_ZN10__cxxabiv115__forced_unwindD1Ev","0052a818","undefined _ZN10__cxxabiv115__forced_unwindD1Ev()","1"
"_ZN10__cxxabiv117__class_type_infoD0Ev","00529990","undefined _ZN10__cxxabiv117__class_type_infoD0Ev()","1"
"_ZN10__cxxabiv117__class_type_infoD1Ev","00529968","undefined _ZN10__cxxabiv117__class_type_infoD1Ev()","1"
"_ZN10__cxxabiv117__pbase_type_infoD0Ev","0052f3ec","undefined _ZN10__cxxabiv117__pbase_type_infoD0Ev()","1"
"_ZN10__cxxabiv117__pbase_type_infoD1Ev","0052f3c4","undefined _ZN10__cxxabiv117__pbase_type_infoD1Ev()","1"
"_ZN10__cxxabiv119__foreign_exceptionD0Ev","0052a868","undefined _ZN10__cxxabiv119__foreign_exceptionD0Ev()","1"
"_ZN10__cxxabiv119__foreign_exceptionD1Ev","0052a830","undefined _ZN10__cxxabiv119__foreign_exceptionD1Ev()","1"
"_ZN10__cxxabiv119__pointer_type_infoD0Ev","0052b8d4","undefined _ZN10__cxxabiv119__pointer_type_infoD0Ev()","1"
"_ZN10__cxxabiv119__pointer_type_infoD1Ev","0052b8ac","undefined _ZN10__cxxabiv119__pointer_type_infoD1Ev()","1"
"_ZN10__cxxabiv120__si_class_type_infoD0Ev","0052b9b8","undefined _ZN10__cxxabiv120__si_class_type_infoD0Ev()","1"
"_ZN10__cxxabiv120__si_class_type_infoD1Ev","0052b990","undefined _ZN10__cxxabiv120__si_class_type_infoD1Ev()","1"
"_ZN10__cxxabiv121__vmi_class_type_infoD0Ev","0052bc30","undefined _ZN10__cxxabiv121__vmi_class_type_infoD0Ev()","1"
"_ZN10__cxxabiv121__vmi_class_type_infoD1Ev","0052bc08","undefined _ZN10__cxxabiv121__vmi_class_type_infoD1Ev()","1"
"_ZN10__cxxabiv123__fundamental_type_infoD0Ev","0052b5a0","undefined _ZN10__cxxabiv123__fundamental_type_infoD0Ev()","1"
"_ZN10__cxxabiv123__fundamental_type_infoD1Ev","0052b578","undefined _ZN10__cxxabiv123__fundamental_type_infoD1Ev()","1"
"_ZN10ArtistCell12onNewgroundsEPN7cocos2d8CCObjectE","00235d78","undefined _ZN10ArtistCell12onNewgroundsEPN7cocos2d8CCObjectE()","1"
"_ZN10ArtistCell13updateBGColorEi","0023a424","undefined _ZN10ArtistCell13updateBGColorEi()","1"
"_ZN10ArtistCell14loadFromObjectEP14SongInfoObject","0023a21c","undefined _ZN10ArtistCell14loadFromObjectEP14SongInfoObject()","1"
"_ZN10ArtistCell4drawEv","00234e14","undefined _ZN10ArtistCell4drawEv()","1"
"_ZN10ArtistCell4initEv","0023447e","undefined _ZN10ArtistCell4initEv()","1"
"_ZN10ArtistCell9onYouTubeEPN7cocos2d8CCObjectE","00235d2c","undefined _ZN10ArtistCell9onYouTubeEPN7cocos2d8CCObjectE()","62"
"_ZN10ArtistCellC1EPKcff","0023a1c8","undefined _ZN10ArtistCellC1EPKcff()","1"
"_ZN10ArtistCellD0Ev","002347e0","undefined _ZN10ArtistCellD0Ev()","1"
"_ZN10ArtistCellD1Ev","00234648","undefined _ZN10ArtistCellD1Ev()","1"
"_ZN10ButtonPage4initEPN7cocos2d7CCArrayENS0_7CCPointEif","002bb6d0","undefined _ZN10ButtonPage4initEPN7cocos2d7CCArrayENS0_7CCPointEif()","1"
"_ZN10ButtonPage6createEPN7cocos2d7CCArrayENS0_7CCPointEif","002bb7dc","undefined _ZN10ButtonPage6createEPN7cocos2d7CCArrayENS0_7CCPointEif()","130"
"_ZN10ButtonPageD0Ev","002bb620","undefined _ZN10ButtonPageD0Ev()","1"
"_ZN10ButtonPageD1Ev","002bb5d4","undefined _ZN10ButtonPageD1Ev()","1"
"_ZN10FontObject12getFontWidthEi","001fedac","undefined _ZN10FontObject12getFontWidthEi()","1"
"_ZN10FontObject15parseConfigFileEPKcf","001fea58","undefined _ZN10FontObject15parseConfigFileEPKcf()","1"
"_ZN10FontObject18initWithConfigFileEPKcf","001fec9c","undefined _ZN10FontObject18initWithConfigFileEPKcf()","1"
"_ZN10FontObject20createWithConfigFileEPKcf","001feca8","undefined _ZN10FontObject20createWithConfigFileEPKcf()","78"
"_ZN10FontObjectD0Ev","001fe980","undefined _ZN10FontObjectD0Ev()","1"
"_ZN10FontObjectD1Ev","001fe964","undefined _ZN10FontObjectD1Ev()","22"
"_ZN10GameObject10addToGroupEi","002538d2","undefined _ZN10GameObject10addToGroupEi()","1"
"_ZN10GameObject10copyGroupsEPS_","00253934","undefined _ZN10GameObject10copyGroupsEPS_()","50"
"_ZN10GameObject10createGlowESs","0024e050","undefined _ZN10GameObject10createGlowESs()","1"
"_ZN10GameObject10getGroupIDEi","00253920","undefined _ZN10GameObject10getGroupIDEi()","1"
"_ZN10GameObject10getRScaleXEv","0024d672","undefined _ZN10GameObject10getRScaleXEv()","1"
"_ZN10GameObject10getRScaleYEv","0024d69e","undefined _ZN10GameObject10getRScaleYEv()","1"
"_ZN10GameObject10groupColorERKN7cocos2d10_ccColor3BEb","00254c90","undefined _ZN10GameObject10groupColorERKN7cocos2d10_ccColor3BEb()","1"
"_ZN10GameObject10ignoreFadeEv","0024e92c","undefined _ZN10GameObject10ignoreFadeEv()","1"
"_ZN10GameObject10removeGlowEv","0024e4a4","undefined _ZN10GameObject10removeGlowEv()","1"
"_ZN10GameObject10setOpacityEh","0024ea88","undefined _ZN10GameObject10setOpacityEh()","1"
"_ZN10GameObject10setRScaleXEf","0024d822","undefined _ZN10GameObject10setRScaleXEf()","1"
"_ZN10GameObject10setRScaleYEf","0024d8a8","undefined _ZN10GameObject10setRScaleYEf()","1"
"_ZN10GameObject10setVisibleEb","00253f68","undefined _ZN10GameObject10setVisibleEb()","1"
"_ZN10GameObject11commonSetupEv","00255f10","undefined _ZN10GameObject11commonSetupEv()","1"
"_ZN10GameObject11customSetupEv","00258c18","undefined _ZN10GameObject11customSetupEv()","1"
"_ZN10GameObject11ignoreEnterEv","0024e932","undefined _ZN10GameObject11ignoreEnterEv()","1"
"_ZN10GameObject11resetObjectEv","00253ab4","undefined _ZN10GameObject11resetObjectEv()","1"
"_ZN10GameObject11setMyActionEPN7cocos2d8CCActionE","0024e616","undefined _ZN10GameObject11setMyActionEPN7cocos2d8CCActionE()","1"
"_ZN10GameObject11setPositionERKN7cocos2d7CCPointE","0024d9e8","undefined _ZN10GameObject11setPositionERKN7cocos2d7CCPointE()","1"
"_ZN10GameObject11setRotationEf","0024dbe0","undefined _ZN10GameObject11setRotationEf()","1"
"_ZN10GameObject11setStartPosEN7cocos2d7CCPointE","0024d9aa","undefined _ZN10GameObject11setStartPosEN7cocos2d7CCPointE()","1"
"_ZN10GameObject11updateStateEv","0024ece0","undefined _ZN10GameObject11updateStateEv()","1"
"_ZN10GameObject12addEmptyGlowEv","0024e0a8","undefined _ZN10GameObject12addEmptyGlowEv()","46"
"_ZN10GameObject12colorForModeEib","00254df4","undefined _ZN10GameObject12colorForModeEib()","1"
"_ZN10GameObject12getBallFrameEi","00253d48","undefined _ZN10GameObject12getBallFrameEi()","1"
"_ZN10GameObject12getBoxOffsetEv","00254788","undefined _ZN10GameObject12getBoxOffsetEv()","1"
"_ZN10GameObject12getGlowFrameESs","0024e518","undefined _ZN10GameObject12getGlowFrameESs()","1"
"_ZN10GameObject12getMainColorEv","00254b0a","undefined _ZN10GameObject12getMainColorEv()","1"
"_ZN10GameObject12isFacingDownEv","00254aa2","undefined _ZN10GameObject12isFacingDownEv()","104"
"_ZN10GameObject12selectObjectEN7cocos2d10_ccColor3BE","002542e4","undefined _ZN10GameObject12selectObjectEN7cocos2d10_ccColor3BE()","1"
"_ZN10GameObject12setGlowColorERKN7cocos2d10_ccColor3BE","0024dbb6","undefined _ZN10GameObject12setGlowColorERKN7cocos2d10_ccColor3BE()","1"
"_ZN10GameObject12setupCoinArtEv","0024ee50","undefined _ZN10GameObject12setupCoinArtEv()","1"
"_ZN10GameObject13addNewSlope01Eb","0025639c","undefined _ZN10GameObject13addNewSlope01Eb()","1"
"_ZN10GameObject13addNewSlope02Eb","00256490","undefined _ZN10GameObject13addNewSlope02Eb()","1"
"_ZN10GameObject13canRotateFreeEv","0025281c","undefined _ZN10GameObject13canRotateFreeEv()","1"
"_ZN10GameObject13createWithKeyEi","00256034","undefined _ZN10GameObject13createWithKeyEi()","1"
"_ZN10GameObject13destroyObjectEv","00252aec","undefined _ZN10GameObject13destroyObjectEv()","3214"
"_ZN10GameObject13disableObjectEv","0024ed0e","undefined _ZN10GameObject13disableObjectEv()","1"
"_ZN10GameObject13getColorFrameESs","0024e4dc","undefined _ZN10GameObject13getColorFrameESs()","1"
"_ZN10GameObject13getColorIndexEv","00255214","undefined _ZN10GameObject13getColorIndexEv()","1"
"_ZN10GameObject13getObjectRectEff","0025497a","undefined _ZN10GameObject13getObjectRectEff()","1"
"_ZN10GameObject13getObjectRectEv","0024d636","undefined _ZN10GameObject13getObjectRectEv()","20"
"_ZN10GameObject13getParentModeEv","002525d8","undefined _ZN10GameObject13getParentModeEv()","1"
"_ZN10GameObject13getSaveStringEv","0025d044","undefined _ZN10GameObject13getSaveStringEv()","1"
"_ZN10GameObject13getSectionIdxEv","00254f38","undefined _ZN10GameObject13getSectionIdxEv()","1"
"_ZN10GameObject13isColorObjectEv","00254b5c","undefined _ZN10GameObject13isColorObjectEv()","46"
"_ZN10GameObject13powerOnObjectEv","0024d6e0","undefined _ZN10GameObject13powerOnObjectEv()","1"
"_ZN10GameObject13setChildColorERKN7cocos2d10_ccColor3BE","0024d73c","undefined _ZN10GameObject13setChildColorERKN7cocos2d10_ccColor3BE()","1"
"_ZN10GameObject13setSectionIdxERKi","00254f3e","undefined _ZN10GameObject13setSectionIdxERKi()","1"
"_ZN10GameObject13setTempOffsetEff","0024e960","undefined _ZN10GameObject13setTempOffsetEff()","1"
"_ZN10GameObject13shouldNotSaveEv","00253d30","undefined _ZN10GameObject13shouldNotSaveEv()","1"
"_ZN10GameObject13slopeFloorTopEv","002545f6","undefined _ZN10GameObject13slopeFloorTopEv()","1"
"_ZN10GameObject13slopeWallLeftEv","002545d8","undefined _ZN10GameObject13slopeWallLeftEv()","1"
"_ZN10GameObject13triggerObjectEP15GJBaseGameLayer","00252544","undefined _ZN10GameObject13triggerObjectEP15GJBaseGameLayer()","1"
"_ZN10GameObject14activateObjectEv","00252a18","undefined _ZN10GameObject14activateObjectEv()","1"
"_ZN10GameObject14addColorSpriteEv","00255830","undefined _ZN10GameObject14addColorSpriteEv()","1"
"_ZN10GameObject14addCustomChildESsN7cocos2d7CCPointEi","0024e66c","undefined _ZN10GameObject14addCustomChildESsN7cocos2d7CCPointEi()","82"
"_ZN10GameObject14belongsToGroupEi","00253966","undefined _ZN10GameObject14belongsToGroupEi()","1"
"_ZN10GameObject14customScaleModEPKc","0024e7bc","undefined _ZN10GameObject14customScaleModEPKc()","1"
"_ZN10GameObject14deselectObjectEv","0025555c","undefined _ZN10GameObject14deselectObjectEv()","1"
"_ZN10GameObject14getGroupStringEv","0025cfa4","undefined _ZN10GameObject14getGroupStringEv()","142"
"_ZN10GameObject14getObjectRect2Eff","00254a56","undefined _ZN10GameObject14getObjectRect2Eff()","1"
"_ZN10GameObject14getOrientedBoxEv","0025495e","undefined _ZN10GameObject14getOrientedBoxEv()","1"
"_ZN10GameObject14isBasicTriggerEv","00256660","undefined _ZN10GameObject14isBasicTriggerEv()","1"
"_ZN10GameObject14isColorTriggerEv","002551e0","undefined _ZN10GameObject14isColorTriggerEv()","1"
"_ZN10GameObject14powerOffObjectEv","0024d6f2","undefined _ZN10GameObject14powerOffObjectEv()","1"
"_ZN10GameObject14setGlowOpacityEh","0024ea40","undefined _ZN10GameObject14setGlowOpacityEh()","1"
"_ZN10GameObject14setObjectColorERKN7cocos2d10_ccColor3BE","00253e20","undefined _ZN10GameObject14setObjectColorERKN7cocos2d10_ccColor3BE()","1"
"_ZN10GameObject14spawnXPositionEv","0023e49c","undefined _ZN10GameObject14spawnXPositionEv()","12"
"_ZN10GameObject14updateStartPosEv","0024e554","undefined _ZN10GameObject14updateStartPosEv()","1"
"_ZN10GameObject15addToColorGroupEi","002539b8","undefined _ZN10GameObject15addToColorGroupEi()","1"
